CSR_TIMESTAMP_BEGIN,CSR_TIMESTAMP_END,CSR_PAR,CSR_STATISTIC
2008-06-06 03:05:00 ,2008-06-06 03:15:00 ,6.897,mean
2008-06-06 03:35:00 ,2008-06-06 03:45:00 ,-14.95,mean
2008-06-06 03:50:00 ,2008-06-06 04:00:00 ,-17.25,mean
2008-06-06 04:20:00 ,2008-06-06 04:30:00 ,-17.25,mean
2008-06-06 04:35:00 ,2008-06-06 04:45:00 ,-17.25,mean
2008-06-06 04:50:00 ,2008-06-06 05:00:00 ,-17.25,mean
2008-06-06 05:05:00 ,2008-06-06 05:15:00 ,-17.25,mean
2008-06-06 05:35:00 ,2008-06-06 05:45:00 ,-17.25,mean
2008-06-06 05:50:00 ,2008-06-06 06:00:00 ,-17.25,mean
2008-06-06 06:20:00 ,2008-06-06 06:30:00 ,-17.25,mean
2008-06-06 06:35:00 ,2008-06-06 06:45:00 ,-17.25,mean
2008-06-06 06:50:00 ,2008-06-06 07:00:00 ,-14.95,mean
2008-06-06 07:05:00 ,2008-06-06 07:15:00 ,-5.751,mean
2008-06-06 07:35:00 ,2008-06-06 07:45:00 ,-3.451,mean
2008-06-06 07:50:00 ,2008-06-06 08:00:00 ,-5.752,mean
2008-06-06 08:05:00 ,2008-06-06 08:15:00 ,-5.752,mean
2008-06-06 08:20:00 ,2008-06-06 08:30:00 ,-4.601,mean
2008-06-06 08:35:00 ,2008-06-06 08:45:00 ,-8.05,mean
2008-06-06 08:50:00 ,2008-06-06 09:00:00 ,-3.451,mean
2008-06-06 09:05:00 ,2008-06-06 09:15:00 ,-1.15,mean
2008-06-06 09:20:00 ,2008-06-06 09:30:00 ,0,mean
2008-06-06 09:35:00 ,2008-06-06 09:45:00 ,0,mean
2008-06-06 09:50:00 ,2008-06-06 10:00:00 ,0,mean
2008-06-06 10:20:00 ,2008-06-06 10:30:00 ,8.05,mean
2008-06-06 10:35:00 ,2008-06-06 10:45:00 ,5.752,mean
2008-06-06 10:50:00 ,2008-06-06 11:00:00 ,0,mean
2008-06-06 11:05:00 ,2008-06-06 11:15:00 ,0,mean
2008-06-06 11:35:00 ,2008-06-06 11:45:00 ,0,mean
2008-06-06 11:50:00 ,2008-06-06 12:00:00 ,0,mean
2008-06-06 12:20:00 ,2008-06-06 12:30:00 ,0,mean
